"";"Var.1";"Answer.surveycode";"WorkerId";"survey_virgin";"session";"screen_attention_check_error";"screen_positive";"ip_country";"screen_difftime";"screen_difftime_too_short";"approve";"feedback";"source";"HITId";"HITTypeId";"Title";"Description";"Keywords";"Reward";"CreationTime";"MaxAssignments";"RequesterAnnotation";"AssignmentDurationInSeconds";"AutoApprovalDelayInSeconds";"Expiration";"NumberOfSimilarHITs";"LifetimeInSeconds";"AssignmentId";"AssignmentStatus";"AcceptTime";"SubmitTime";"AutoApprovalTime";"ApprovalTime";"RejectionTime";"RequesterFeedback";"WorkTimeInSeconds";"LifetimeApprovalRate";"Last30DaysApprovalRate";"Last7DaysApprovalRate";"Answer.doNotRedirect";"Approve";"Reject"
"39";20;"Id7RcFmV";"A3FKC2UR61C4T7";"failed";"Id7RcFmVg_N5EYfoNzFDH4TcfXAJf-qXHp-Gd1HRnroWvAgtH8P_xa0l6QHY8O7a";"passed";"passed";"US";187;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"40";21;"ih-Be8RX";"A3L8LSM7V7KX3T";"failed";"ih-Be8RXAJhmqPiDGRWs6PWi_sgMk9LKa6cBc4TaQ27E-UgUADTyYxQ5GdQ8NPLt";"passed";"failed";"US";55;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"41";22;"JlYWKNf7";"A2M6TJIR21BN2W";"failed";"JlYWKNf7iuj9kN-EO47Bv0TfmVfHrA9RhNJ-Amf8KZQQhPpp2wO3abeGDqVCWV4q";"passed";"failed";"US";93;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"42";23;"Jv52DJ9J";"A1GPZ5REMDQZ0L";"failed";"Jv52DJ9JCx_vtzLIaX9fTXu18ZQSqYHiFfysT2th5H0G8uiRLqXsjtyWy_4xqeE4";"passed";"failed";"US";34;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"43";24;"JZmFv01N";"A3F51C49T9A34D";"failed";"JZmFv01Nz-jpAyiNUAcNTVY_TbcRMhC_4FOsr4wEg8gIrOimuomGbnAE2r4QnGPp";"passed";"failed";"US";65;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"44";25;"LM8iP9TF";"APGX2WZ59OWDN";"failed";"LM8iP9TFg81HRAA6VNeUztRSJD2qhLvWieYMh7iYcEJqAFt_QySW0k6H0JQN7AW_";"passed";"failed";"US";29;"failed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"45";26;"lQwgeR6E";"A1GKD3NG1NNHRP";"failed";"lQwgeR6Efr9K31igd9NxybEbIfrRN-HPIGcYLkhiLzQUDGO6aEqkxWrW6cbpvcm1";"passed";"failed";"US";72;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"46";27;"mfHDMEYW";"A2K9PB0U45O0MU";"failed";"mfHDMEYWZFY0ZdqqpluTXBwWyjxlAC2sJBi_oZZGxQB73kwYXpkKnengJ4uo5nhr";"passed";"passed";"US";47;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"47";28;"pD4tIxu6";"AS2WTWYVRW9BV";"failed";"pD4tIxu6U_Utl_EFSJIY8ujegu6M9e_HcluDffc6NkU84-OYiR13mT6Or0-UvbMl";"passed";"failed";"US";37;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"48";29;"PP-yZ7-7";"A2YUCJ28XANFOX";"failed";"PP-yZ7-7HZsfMkbHvBsRFhZ9SJPdjeeJq1aQZxuPGcRRmBXX7EBD4UyIVg4Cv0ch";"passed";"failed";"US";48;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"49";30;"ps4Z3E6M";"A1G30ARCGWFKEW";"failed";"ps4Z3E6MELLBTmQ6GB0K56cJet4YH8GTrpp1CGWvRPvRsegDCCjdPZPaXr-354S6";"failed";"failed";"HN";66;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"50";31;"ran-wdIB";"A3J85WP15JFYW0";"failed";"ran-wdIBOeiezQVrKvnBQnckWHAVjqj-UCiNPKUyOyCTQZ78rvCEyeiHdnRqM_Qi";"passed";"failed";"US";28;"failed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"51";32;"RflP329U";"A1ZT30BGR3266K";"failed";"RflP329UTeRdE-2996shNM3RnPQPya577dMKQvc67F_qR6P917ObjrDRUWbCzBwo";"passed";"failed";"US";58;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"52";33;"sADcaNHg";"A1KFUXSVGSHL5Z";"failed";"sADcaNHgLgRyMY0kdZy5d7IWZqccw__1zPB-3WbWjZV3wXBeQUJ4VNJrbAJzslyb";"passed";"failed";"US";46;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"53";34;"sd2gDqSC";"A2H6K1XIK4LY7O";"failed";"sd2gDqSCUFt4tu3SFVvDRoLLKMhkY-RMLAubdmtLKRefIHOmO4_k-nQONjFSfSUd";"passed";"failed";"US";27;"failed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"54";35;"Se43M4_s";"AM8OWAW9TUVLN";"failed";"Se43M4_s8PJL4k4VLM6rX6_6EIPfRRQujS4LiYL1PJv-9nD6zgjFxsEJHfAqB30l";"passed";"failed";"US";46;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"55";36;"Sl1sUGJ6";"AIZTLQM7HHQN6";"failed";"Sl1sUGJ6uoheilDPkuE3BWtJhUaAEdMxHfluuyiNtowVY5I75uT_80cXiv94fXRc";"passed";"failed";"US";86;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"56";37;"sUP4jv3J";"A39C20H5MYEUFS";"failed";"sUP4jv3JB6n3LQmkZ1mfPkIB3NXe7sT_Qnpj1V71KCcrTyRClJB4FBscFqpftVh4";"failed";"failed";"US";58;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"57";38;"SzGE2CAF";"A2IB8AR4FX5YAT";"failed";"SzGE2CAF-sDfI6ZCBti5m6LJF8zTbaLYt-pYr2gtoF-0WzYg982qDZdpVhlDM9AI";"passed";"failed";"US";115;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"58";39;"tJmaiv_z";"A1ETEW9WH37WDS";"failed";"tJmaiv_z5-ZwyvvBTk_KG2CRk1VmcpxigO5FpEdwECyKZb9iroU0DTk_ZGw22cnJ";"passed";"failed";"US";69;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"59";40;"tsK1l1VV";"A2K05RWEOSTCAJ";"failed";"tsK1l1VV1qWD2t1GuTIjFis0mAOOCWZza03sIB4U1FesP9Ug1h68lG4MW4OXPMt0";"passed";"passed";"US";31;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"60";41;"tTUnGW5t";"A1Y9VA9FKJLS5K";"failed";"tTUnGW5tnNETa5LaluJ4Lc-x3i49cOOPeDTSk3qhb-8sMPRPLQbuiTWfLIFeahNI";"passed";"failed";"MX";51;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"61";42;"tXP3LULW";"A2Z7SWO6HS5OOI";"failed";"tXP3LULWAKplmnc-OHablUuWodVSLtbzE_yLQ9d9NK0RkQ7buDDkl5TFRDxkWXCV";"passed";"passed";"US";66;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"62";43;"UVjEC1LI";"AX0QC2QANW6CF";"failed";"UVjEC1LIa-a_1-tEGF7mF-vsCrP2alTZJyMd89gv5pWsyng4IY4bcv8o3h41IRzU";"failed";"failed";"US";50;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"63";44;"vcPfX-5h";"A2QITGKAUEPD56";"failed";"vcPfX-5hS-kd5hZ-34T34yhsMeAyR-P7oYSSRV7sAznELQkN9njtvRCKRTFXhBG7";"passed";"failed";"US";69;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"64";45;"W-lne1DG";"AOK9ZTWFLPLMH";"failed";"W-lne1DGzOSXJEKgto1pJjzNHT0mDM9pbD8ewvRU2m_3_8ek48REYA0696AVY0Kq";"passed";"failed";"US";75;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"65";46;"w3jEWUWk";"A3LL096CAY5WHB";"failed";"w3jEWUWkE1Lg0lEnHJJAF0trYuvr63Q48wjdEnGHv8j8t--iCS8M5v4K6EewkzWZ";"passed";"passed";"US";29;"failed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"66";47;"W41JWCAZ";"AXJ1PE87PD0KK";"failed";"W41JWCAZWnxJ9_Y4r7kv5kKCC-Mg0vPked-srrFZdnk2KP0DDPpldDjXjRWBJrx3";"passed";"failed";"US";-4;"failed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"67";48;"yiiJSElj";"A1VF3WAZ8YS8K2";"failed";"yiiJSElj1Jh-C3GfsuXnQ4vMzOQZZh2Nss6iph9NeVg1SXeu0VxKdyKPxMguh9e-";"passed";"failed";"US";54;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"68";49;"yV9MjSUx";"A2FYQIZWV2UJHS";"failed";"yV9MjSUx5sE2qHA-mklTFtdS6hxOPDkSWPDILg2rqzQBj7APoL5QXMkdENKPqmlK";"passed";"passed";"US";50;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"69";50;"z1fcMc_B";"A1HIQZEC2ER7GS";"failed";"z1fcMc_B8cXmUeX3E-nhNAxt49Dz82G_2NwDE34iyaurE5UmKXkzNX6hYScvhxiA";"failed";"failed";"US";29;"failed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk2_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"70";1;"_5Fei3lN";"A2NLAKN6UQK125";"failed";"_5Fei3lN_qOylLHbrRLiiMg412AjWfmnPX0gdEGNOMmdI18wW1UTtbRsjdeYIwuc";"passed";"failed";"US";73;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"71";2;"_aWCKQDS";"A33EZK81ADLX7U";"failed";"_aWCKQDS5e8LNQu33xCaZPCxfP5wc7kwGk1WoZjDI25H7TSOorRb1VKqf24tI-02";"failed";"failed";"IN";59;"passed";"REJECT";"You have failed the attention check, therefore I cannot approve your HIT.";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"72";3;"_CE7XBk2";"AOWY4TEB0UCMX";"failed";"_CE7XBk2QC-I-FxMNfDr6WBkexejesSSZ5mZToL6kVece1ZuA2DSTXEMtsty8Sbt";"passed";"passed";"US";113;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"73";4;"-6dxYFXL";"A2XUADP5L61HQ5";"failed";"-6dxYFXLCM3UANvRdyhS8KNdZQQ5GINfDGA6TKGub-X6jVwgVYVGJOpK90tFQFUv";"passed";"failed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"74";5;"-CROwulY";"A1KZ21TSAYUHO4";"failed";"-CROwulYa0M5PvgZejJ6VlreoaH4yK3l_QVB3CSGLiox8cenMBiS7Nun12v0a78I";"passed";"failed";"US";88;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"75";6;"-iEFgwKq";"A38OPVI04AH4JG";"failed";"-iEFgwKqHRKybvXfm9-KPKXaPlugN8jV1GcvRb7sJJE_ouM89Qo8pkEDzn009S9g";"passed";"failed";"US";42;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"76";7;"-Ss4CIoC";"A1G70F4VJOW46H";"failed";"-Ss4CIoCwdvMnc5BfcOKue42LQArii7-GM_ITCjjb-Bsl78RnN2I9I51rjKeAdhK";"passed";"passed";"US";180;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"77";8;"-w_NbTzf";"A29V2XPA9H2NAN";"failed";"-w_NbTzfTPXVIeWEfLQz15xkh7P9XcBP11yV-hxK6fjHKY0hfhZcO60IAxjTUJt7";"passed";"passed";"US";48;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"78";9;"-X4lj-vl";"A1QIJ94TJ6FZ2W";"failed";"-X4lj-vl12EekZHwiJ3Zlvp89gR-L1kDhm0OLhVTN48YuGYpy9QtaKwSvZKMevYs";"passed";"passed";"US";144;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"79";10;"0-Ku9PMj";"A36KDWI1CGJFFA";"failed";"0-Ku9PMjS7HqQgKNrp9IkBMTD0vSremJewTFbHYG7mVLvzJWELKUwX0XF4XSCeLb";"passed";"failed";"US";91;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"80";11;"00xwybe-";"A1GFN7WDJ0GX5V";"failed";"00xwybe-qtIav9bDxrCGYceo7ED8RJQMC4P_bOphSBgN0hiXok5Haoj1DazI8hnA";"passed";"passed";"US";38;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"81";12;"02ro0Kh4";"A2E746SZEOVYXS";"failed";"02ro0Kh4e-1CVGKViafOMCHMNANtROOls61XGTJ56dGaenWR_yrTptU9aIV18o8R";"passed";"failed";"US";79;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"82";13;"0apWIq1P";"A3QLAU9OT3V993";"failed";"0apWIq1Pp7_-A23kQnv60FA1NggoJT5AtGIv1AFZl_vx0xKN2_Bdl69E6yAbd98N";"passed";"passed";"US";68;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"83";14;"0FV_cDfF";"A18FPXIJYCTETD";"failed";"0FV_cDfFbKSaHltCCQZr0pLhRUtb8Ldt-7BStTucP5EAetEKP8TKxRvh-SC3mdcr";"passed";"passed";"US";86;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"84";15;"0gujJCz-";"A161AJDHLJVCLZ";"failed";"0gujJCz-hRqx7g-GjwLdeyu_ROSeA8vKTKfRTekDUFelt10Y06Uh8qCa6KzfGJXK";"passed";"failed";"US";72;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"85";16;"0QE1G4dh";"A19JJ2RIRTWJOT";"failed";"0QE1G4dh5X_NoH4LaYh2gPqG8OwWmCy11HueANz2WPj9NhyW9N6aGU2gytsitZkZ";"passed";"passed";"US";71;"passed";"REJECT";"You have already filled out this HIT before. As detailed in the survey instructions (and just before submitting the HIT), Workers can only be approved if they have not yet filled out this survey. Therefore I cannot approve your HIT. Sorry!";"mturk3_check";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
