session,group,time,answer_length.x,word,negate,answer,answer_length.y
kMEXia6OC9iA456yu3wSsVkZMkMtrmVauGuXe_vzOl6FAOvpk1uyBGVcYBlKoMH8,gr3,4,78,no,TRUE,"He is a character that from the beginning you don't like.  You can see how annoyed he is with the young man.  Then when he leaves the young man at the crossroad and drives off, there is no way he could redeem himself.  But as it begins to rain, you can see Harry's demeanor change to worry.  He turns around, grabs the young man in hug and he is happy.  He redeems himself in the end.",78
8EMm0orma3VNIK8dpYRLbtrBNozGT9IklRkrFpar99ZkK5YTUdQxClCck24eygp4,gr3,4,11,not,TRUE,He was not genuine and was unkind to the other character.,11
QhllEswVCMlSn-pCqFqSOG-B1BSTQpfBNZKSx7Qj2vx2Ryf1ez4rM7B-fgrZ8o1l,gr3,4,40,not,TRUE,"Harry was not a nice person. He left the disabled man on the side of the road. He changed his mind and turned around after it started raining. Even with his change of heart, I did not like this man.",40
QhllEswVCMlSn-pCqFqSOG-B1BSTQpfBNZKSx7Qj2vx2Ryf1ez4rM7B-fgrZ8o1l,gr3,4,40,not,TRUE,"Harry was not a nice person. He left the disabled man on the side of the road. He changed his mind and turned around after it started raining. Even with his change of heart, I did not like this man.",40
noQ9Ti8TfomxBODJEL-i7yCnRo8_SlTn3uUch3VLnOpUs-DVQqYxDHg3yEEzhbYL,gr3,4,42,not,TRUE,"This guy forced his passenger out at a crossroads and abandoned him to hail a bus.  He may have returned eventually, but he is a very irritable person who snapped in one of the worst ways.  I really do not like him.",42
Om2J0_AHFCsjhZ8sug0nNxvXBDfdmTiJ23gy6GQzRk_g7lDCfDey1rsXbUz9hjbR,gr3,4,24,not,TRUE,I did not like Harry at first because he left the other man. He redeemed himself when he came for the other man though.,24
gG_tuaokc-Jk5d0Su0w-Qm2tGhiQCcF_N1KH4EN9JhmogHtotcWLkzXwjSFA66ER,gr3,4,34,not,TRUE,"He is a flawed character that, at Least in this scene, seems to be someone who does not understand what he is dealing with. He's not the best but he could be worse.",34
gG_tuaokc-Jk5d0Su0w-Qm2tGhiQCcF_N1KH4EN9JhmogHtotcWLkzXwjSFA66ER,gr3,4,34,not,TRUE,"He is a flawed character that, at Least in this scene, seems to be someone who does not understand what he is dealing with. He's not the best but he could be worse.",34
ANCs0-DIQVsnMTx_Z3MeNIgWdvtJwiJFX5S7rEi3Fp27wJb-zUhMrw04WUAYixul,gr3,4,52,not,TRUE,He made a bad impression because I did not understand why he was dropping the handicapped kid off in the rain. Sure we went back and got him but it was all confusing in the clip regarding whether or not he was heartless in the first place for dropping the kid off.,52
ANCs0-DIQVsnMTx_Z3MeNIgWdvtJwiJFX5S7rEi3Fp27wJb-zUhMrw04WUAYixul,gr3,4,52,not,TRUE,He made a bad impression because I did not understand why he was dropping the handicapped kid off in the rain. Sure we went back and got him but it was all confusing in the clip regarding whether or not he was heartless in the first place for dropping the kid off.,52
b7yFT5Jjtn3ai2h0c9kAUyVcUFICNH5z17ClV9SYwd1qqhzgz8T0TZ1zaF7eu_8Q,gr3,4,18,can't,TRUE,He can't be relied on. Does this that could have major consequences then halfway through just changes.,18
k2-shUwOYyc0YuSxSnz6cNJcZwzp-BlXI5-L-rtkHIjPxPCv11WdkCEeQHjYukQ0,gr3,4,36,not,TRUE,He picked up the autistic kid after dropping him off. I think not a lot of people have that kind of kindness in them to be able to do that and most would drive away forever.,36
6JUDogx7iTxUb2cVNswO-dDZWKJKZ-MSNT7WNZRn69P03iOZRthu9w1sdHPpWYOS,gr3,4,29,not,TRUE,"This guy is a jerk. He leaves his autistic brother in the middle of nowhere, only to return later in the rain. Not exactly a brotherly thing to do!",29
lmCdrENQdBjmO3D4lr3uGhJHz_rGq4xJKPwY1PQ_DMIp5DLD5s4opvxUW3XTFf2e,gr3,4,132,not,TRUE,Harry could not bring himself to leave the handicapped man at the bus stop.  After making a questionable decision he then followed through to make sure he stranded him for a good reason and that he would take the bus. Harry will never realize his personality betrays himself and that he is attempting to grow by emotional distress.  I don't know how much I can judge him but judge his inability to have any conviction.  His inability to follow through on babysitting this man calls into question whether the isolation is the real issue and that the man was masking the distress. Harry therefore can only help himself by not only placing all his negative emotion but in the end his positive emotion as well connected to this forgiveness of himself.,132
lmCdrENQdBjmO3D4lr3uGhJHz_rGq4xJKPwY1PQ_DMIp5DLD5s4opvxUW3XTFf2e,gr3,4,132,don't,TRUE,Harry could not bring himself to leave the handicapped man at the bus stop.  After making a questionable decision he then followed through to make sure he stranded him for a good reason and that he would take the bus. Harry will never realize his personality betrays himself and that he is attempting to grow by emotional distress.  I don't know how much I can judge him but judge his inability to have any conviction.  His inability to follow through on babysitting this man calls into question whether the isolation is the real issue and that the man was masking the distress. Harry therefore can only help himself by not only placing all his negative emotion but in the end his positive emotion as well connected to this forgiveness of himself.,132
lmCdrENQdBjmO3D4lr3uGhJHz_rGq4xJKPwY1PQ_DMIp5DLD5s4opvxUW3XTFf2e,gr3,4,132,not,TRUE,Harry could not bring himself to leave the handicapped man at the bus stop.  After making a questionable decision he then followed through to make sure he stranded him for a good reason and that he would take the bus. Harry will never realize his personality betrays himself and that he is attempting to grow by emotional distress.  I don't know how much I can judge him but judge his inability to have any conviction.  His inability to follow through on babysitting this man calls into question whether the isolation is the real issue and that the man was masking the distress. Harry therefore can only help himself by not only placing all his negative emotion but in the end his positive emotion as well connected to this forgiveness of himself.,132
7MCQuX0w_Gs-ubE69Dr90WaC7ZFFrSJfuYd-JdhgmiAr8MfXLIQWERyS1GStKIXO,gr3,4,61,don't,TRUE,I was just very confused about this character and his actions. I don't know why he left a man with down syndrome outside alone waiting for a bus or whatever he was doing. I mean it was good that he went back to him after it was raining but I was just confused about the whole situation and his actions.,61
HIaLMdqL4bdeh7meMqAVDTAHukWsc_sx2gDlgpGhuRPHld7rgfgRRhc1p8NNfe8d,gr3,4,59,couldn't,TRUE,"It was so difficult for me to figure out exactly what was happening in the clip, I really couldn't figure out what was going on.  I don't feel like I have enough information to develop a true like or dislike for this character.  He seems like he has some good qualities, but I can't be sure.",59
HIaLMdqL4bdeh7meMqAVDTAHukWsc_sx2gDlgpGhuRPHld7rgfgRRhc1p8NNfe8d,gr3,4,59,don't,TRUE,"It was so difficult for me to figure out exactly what was happening in the clip, I really couldn't figure out what was going on.  I don't feel like I have enough information to develop a true like or dislike for this character.  He seems like he has some good qualities, but I can't be sure.",59
HIaLMdqL4bdeh7meMqAVDTAHukWsc_sx2gDlgpGhuRPHld7rgfgRRhc1p8NNfe8d,gr3,4,59,can't,TRUE,"It was so difficult for me to figure out exactly what was happening in the clip, I really couldn't figure out what was going on.  I don't feel like I have enough information to develop a true like or dislike for this character.  He seems like he has some good qualities, but I can't be sure.",59
pFaFN4nLXZKBHDmgzlh7wF4Ok85Z3i4H9OOfeByt1T-iAM7zBp4KWsfX1zbSA0i_,gr3,4,19,not,TRUE,Harry seems lost or just not very sure of what he is doing. He seems like a selfish person.,19
JBL0-Ryftyrj5bXm0vytYD2i_ZBgmewROXjirTKnKrJj3VXeiLBGdxG4wlt-33yY,gr3,4,42,not,TRUE,"I did not like him at first because he left his friend, who looked like he had Down Syndrome, on the side of the road to fend for himself. He did change his mind and go back to pick up his friend.",42
qorQYPfR1NtEi3taQ4Py5tPhg6NIFVNRkG_0QHsC0EYiSIT2-M6vEB90V9rZy6Dk,gr3,4,77,didn't,TRUE,I didn't like the character of Harry because of the way he treated his son - I don't know if it was because his son has down syndrome or whatever the case was - he should not have left him alone - especially in the rain - but his son had so much love for his dad - he forgave him instantly and was ready to receive him - he has unconditional love for his dad - He IS the bigger MAN.,77
qorQYPfR1NtEi3taQ4Py5tPhg6NIFVNRkG_0QHsC0EYiSIT2-M6vEB90V9rZy6Dk,gr3,4,77,don't,TRUE,I didn't like the character of Harry because of the way he treated his son - I don't know if it was because his son has down syndrome or whatever the case was - he should not have left him alone - especially in the rain - but his son had so much love for his dad - he forgave him instantly and was ready to receive him - he has unconditional love for his dad - He IS the bigger MAN.,77
qorQYPfR1NtEi3taQ4Py5tPhg6NIFVNRkG_0QHsC0EYiSIT2-M6vEB90V9rZy6Dk,gr3,4,77,not,TRUE,I didn't like the character of Harry because of the way he treated his son - I don't know if it was because his son has down syndrome or whatever the case was - he should not have left him alone - especially in the rain - but his son had so much love for his dad - he forgave him instantly and was ready to receive him - he has unconditional love for his dad - He IS the bigger MAN.,77
6wnGf7k713-nM1FzdOgLsb_l3wpP2FYeFFzK7CiMpc6qpKqxSyfiRHg9EXbAros8,gr3,4,27,not,TRUE,He did not think of anyone buy himself in the beginning but then changed his mind when it started raining and started thinking of the disabled boy.,27
8VeedLqv0v9WoRG0d8EBf0SVYuY_qiZEMe3Dx1D3NT9ucavi5OtxjKM3PSxuJOL2,gr3,4,42,not,TRUE,"Harry is a selfish father. He dropped his mentality disabled son off with just a bus ticket. Harry may have been going through some things in his life, but leaving that poor kid alone is not the answer. It makes me upset.",42
fKSsz8SHcKhej-nw4HWO81eDprHephUuF6YYqWMbc3YA3s094t4om9L4eD7bBLZO,gr3,4,148,no,TRUE,"This guy Harry was driving his car with another younger guy who was the passenger.  Harry seemed to have gotten mad or something and he pulled the car over on a dirt road four way stop that was in the country with no houses or businesses nearby.  Literally no one around.  He stopped and got out,  opened the passenger door and drug the passenger out.  He grabbed a suitcase like bag and have it to the guy then he stuck a white paper or something in his hand and made him hold it up.  Then he got in the car and drove off. It started to storm shortly after and Harry must have felt bad and went back and picked the guy up. The younger guy mentally retarded or something. He didn't seem to understand what was happening but Harry went to him and hugged him tight.",148
fKSsz8SHcKhej-nw4HWO81eDprHephUuF6YYqWMbc3YA3s094t4om9L4eD7bBLZO,gr3,4,148,no,TRUE,"This guy Harry was driving his car with another younger guy who was the passenger.  Harry seemed to have gotten mad or something and he pulled the car over on a dirt road four way stop that was in the country with no houses or businesses nearby.  Literally no one around.  He stopped and got out,  opened the passenger door and drug the passenger out.  He grabbed a suitcase like bag and have it to the guy then he stuck a white paper or something in his hand and made him hold it up.  Then he got in the car and drove off. It started to storm shortly after and Harry must have felt bad and went back and picked the guy up. The younger guy mentally retarded or something. He didn't seem to understand what was happening but Harry went to him and hugged him tight.",148
fKSsz8SHcKhej-nw4HWO81eDprHephUuF6YYqWMbc3YA3s094t4om9L4eD7bBLZO,gr3,4,148,didn't,TRUE,"This guy Harry was driving his car with another younger guy who was the passenger.  Harry seemed to have gotten mad or something and he pulled the car over on a dirt road four way stop that was in the country with no houses or businesses nearby.  Literally no one around.  He stopped and got out,  opened the passenger door and drug the passenger out.  He grabbed a suitcase like bag and have it to the guy then he stuck a white paper or something in his hand and made him hold it up.  Then he got in the car and drove off. It started to storm shortly after and Harry must have felt bad and went back and picked the guy up. The younger guy mentally retarded or something. He didn't seem to understand what was happening but Harry went to him and hugged him tight.",148
MotABE29rBtC2XK1C0ofRVT0yhhUuQTGMsXPe10sLXDCG0A3Ptj_bVQh3-i3GIvW,gr3,4,38,not,TRUE,He got drop off at a bus stop in the rain. The bus came and he did not want to go on it but wanted his friend to come back and pick him up. Which his friend did.,38
oDTFcKL_b_j9OnuTMrN0IOuBcmURsYtYOnxTTqLKUPLS13wMUml1H-ztGZc9Vipx,gr3,4,61,not,TRUE,"Harry's a bit of a cowardly jerk, because he contemplates abandoning his disabled son in an unfamiliar area, in the rain, to get rid of him, because the kid is a burden and an embarrassment. However, he's not a total monster, and has some love for his son, so he relents and doesn't do it and they embrace.",61
oDTFcKL_b_j9OnuTMrN0IOuBcmURsYtYOnxTTqLKUPLS13wMUml1H-ztGZc9Vipx,gr3,4,61,doesn't,TRUE,"Harry's a bit of a cowardly jerk, because he contemplates abandoning his disabled son in an unfamiliar area, in the rain, to get rid of him, because the kid is a burden and an embarrassment. However, he's not a total monster, and has some love for his son, so he relents and doesn't do it and they embrace.",61
IKIPGZuYavY5DNWZD7B324ofeQ3KxPKLNY4PlP-eqHaM3G0wgE-dI_UXvR5wzmfz,gr3,4,66,doesn't,TRUE,the first impression that comes to me is that he is a risk-taker.  he wants to help other people but the person he wants to help most is himself.  he doesn't mind putting others in uncomfortable situations if he feels the ends justify the means.  he has a good heart and means well.  he is not selfish; it just seems that way at times.,66
IKIPGZuYavY5DNWZD7B324ofeQ3KxPKLNY4PlP-eqHaM3G0wgE-dI_UXvR5wzmfz,gr3,4,66,not,TRUE,the first impression that comes to me is that he is a risk-taker.  he wants to help other people but the person he wants to help most is himself.  he doesn't mind putting others in uncomfortable situations if he feels the ends justify the means.  he has a good heart and means well.  he is not selfish; it just seems that way at times.,66
wsKAXstFFn8fhBCxnL2jRWurU615nO1CUJmwviiFwOzN-m6y7Wnylo9R_dyiZawm,gr3,4,15,didn't,TRUE,He was very selfish and didn't think about how he would hurt his son.,15
EmYrF_YXtoyDXfYyrE3F3w7SWfRRHCsR1ri9sz5LkZINLd2BXca-6x1732Dyhsn_,gr3,4,86,not,TRUE,"In the beginning, Harry abandons a mentally challenged man (who appears not want to want to be left,) on the road with a note. This made Harry look like a horrible person. Harry drives off, but starts to feel guilty when it starts to rain. He goes back to pick up the autistic man, who gives him a huge hug, and they both seem happy. The fact that Harry did the right thing in the end, somewhat makes up for the earlier events, but not totally.",86
EmYrF_YXtoyDXfYyrE3F3w7SWfRRHCsR1ri9sz5LkZINLd2BXca-6x1732Dyhsn_,gr3,4,86,not,TRUE,"In the beginning, Harry abandons a mentally challenged man (who appears not want to want to be left,) on the road with a note. This made Harry look like a horrible person. Harry drives off, but starts to feel guilty when it starts to rain. He goes back to pick up the autistic man, who gives him a huge hug, and they both seem happy. The fact that Harry did the right thing in the end, somewhat makes up for the earlier events, but not totally.",86
ds9-udvKJUp99HiuUbzgWcao5JCpEpLPCD14iNbH-3CxBPMJ9CcMnjsnrTwBa7YG,gr4,4,22,wasn't,TRUE,He seem suspicious like he was doing something he wasnt supposed to be doing. It had a weird creepy vibe to him.,22
oKVSRNc0SUjx7KnJ3yrl3NyTQHi16JovcQaOwk1FFnAqeN2ihyQZYCZ9cVPtr9g9,gr4,4,31,not,TRUE,The character seemed to not want to be where he was. Like he felt that he didn't belong. He was expressionless and looked cold inside. He wasn't very memorable.,31
oKVSRNc0SUjx7KnJ3yrl3NyTQHi16JovcQaOwk1FFnAqeN2ihyQZYCZ9cVPtr9g9,gr4,4,31,didn't,TRUE,The character seemed to not want to be where he was. Like he felt that he didn't belong. He was expressionless and looked cold inside. He wasn't very memorable.,31
oKVSRNc0SUjx7KnJ3yrl3NyTQHi16JovcQaOwk1FFnAqeN2ihyQZYCZ9cVPtr9g9,gr4,4,31,wasn't,TRUE,The character seemed to not want to be where he was. Like he felt that he didn't belong. He was expressionless and looked cold inside. He wasn't very memorable.,31
0apWIq1Pp7_-A23kQnv60FA1NggoJT5AtGIv1AFZl_vx0xKN2_Bdl69E6yAbd98N,gr4,4,42,no,TRUE,"I remember him being sneaky and rifling through a desk looking for something. He stopped when the lady was dropped off by the taxi. He had no dialogue, so it was hard to really get an impression from such a small scene.",42
7TKFy33uZmLWQtdHwAmhbz1tovWBJt-Q50N-3MwltvIoSoNovM8q7vu2nSPm7CPS,gr4,4,27,not,TRUE,He seemed very determined and was searching for something. It seemed like ye would not give up easily and would keep searching until he achieved his goal.,27
GH5ceHplK4MKGQt8JOCtxG7JXwm4q-PMURVtTC1GN9AgMjIzpIbew-sx_911_xat,gr4,4,9,not,TRUE,he was silent his character does not like rude,9
MQ6s_juJYSvgVmMMeku7P1lHswljnCXm31TRTdKNGJDxK2vETgYhYBcKVRYSNdGE,gr4,4,19,not,TRUE,The man was looking for something. I am not sure what he was looking for. Seemed to be important.,19
DufIB6HY0JBJvIJbHw_oKIaxe9Akayvg2ZzZKQQMLk7N5ag2BeZtUpd9yy4radky,gr4,4,67,didn't,TRUE,"It's a little foggy now, as it's been over a week, but I remember he was looking for something and was rummaging around in the drawers, perhaps looking for a blue folder? I remember the blue folder.  He seemed a little nervous like he didn't wanna be caught, so I dunno if he was good or bad but he was definitely on high alert.",67
T3K8CrvN1_B4R0WhWGFGVZWzjIvFLlCXM0Ok2lXGFYZfa8lPRDjCQ83THtMrfs9s,gr4,4,17,didn't,TRUE,"Upset, trying to gather belongings from a desk that didn't seem like it belonged to him.",17
b3xPyl52hW0Ompjb1FUjBNz-CMwkCa482Pp1O5HZvuH3ubcKB6Qs-ItfS63FuDaH,gr4,4,38,wasn't,TRUE,He seemed like he was upset and was being asked to leave his job. He was packing up his desk but wasn't doing it in a neat or careful way. He sighed as if he was sad.,38
AGX_MFXuaigsSLx-Rl5c3mX03kGdolj1UAXcEdDxo11zeGXSyDaBpn0cGRp2vcQr,gr4,4,30,not,TRUE,I thought this man was not good. He seemed like he was guilty of something and trying to get away with it. He seems like he only cares about himself.,30
WAxbR5efdS0EhQAUlTNFk8hUE7MG8Z8LsL9sfVzDvVOV4ZBVGaO5i9ginGf8FMsR,gr4,4,12,didn't,TRUE,He didn't do much but shuffle papers if I remember right,12
O6n8K3PLit1aux2O2ZsTbLQC_5gKzArQjqJ9f2ZkXgH0eKNsLkusP6etcmcYtFeV,gr4,4,37,not,TRUE,The man was upset as he was clearing the last of the papers from his desk. He had a pained look in his eyes as he stuffed the papers into an overfull file. He was not happy.,37
oQd1ZlDbmCO1n17f0ntDXw7UZXiuxOqCLw9PsPc1OGo1dsh26zXiQuq43TH3gn8Z,gr4,4,22,not,TRUE,"He was sneaky, he was rifling through a desk that may or may not have been his but he kept looking around",22
fAzlpK-gosPBj1-4U8eGziY05up4ZzMVX2Mzu_vIQVO9m9-lzWC9bGwlVEvzJ4PP,gr4,4,27,not,TRUE,"He seemed very intent and focuses on what he was doing and what he was looking for. He might of been rushing trying not to get caught,",27
5a4U1gQZ8Ns4fFEepbeL8l1vTxHFpHM--KgZxK3_t6JroSb6IrhRYAnhKJiSt_bD,gr4,4,37,didn't,TRUE,"It seems as he was in an office of someone he was trying to get information on.  He was hurried and rustling through papers.  He didn't seem nervous, but more determined at the task at hand.",37
m4apTMDbq30sPM35qS1wh9QQM7utDPP0y1kwx7abPzPvoBwbA09yWwswNAuI6n4S,gr4,4,15,no,TRUE,"A guy getting papers together, had no emotion, just doing what he needs to do.",15
wjv_p8MAWqXzNl8XRNJ4-Zno7LiGLU8h-Awz6Yb4Fzjz4KY3vEWC4oe6tUrCHo4d,gr4,4,45,not,TRUE,"He was in a hurry.  He was looking for something on the desk, some papers, I think.  The house was a mansion.  The room with the desk was quite opulent.  The man seemed frantic and frustrated.  He did not find what he was looking for.",45
2bOQRjK0T0uYSEiyLmDSM08bziGTqlY5L1iVvosRd6BtNC3l8zsVjkqQKanp9A-E,gr4,4,23,not,TRUE,He seemed reserved. He was also very intent on what he was doing. He did not appear to be the most interesting guy.,23
JBl1Jp_WKyNL6cjZNsIdEVMN-H2DVjGgWRoj-ABtrD2JWNJ9uXauLEStmC9ADwyY,gr4,4,11,wasn't,TRUE,he was dong something he wasn't supposed to be doing,11
unPVGyCQ_qIlf1iu6Rnm2oJGKGys5v9xTamjw07JaulsrbuL_QjijIt67wTjQsL5,gr4,4,42,no,TRUE,He was definitely up to no good.  He was seemingly rummaging around someone else's office looking for information to use for some nefarious gain.  He comes off as very nervous and watching out for anyone to come in and catch him.,42
evsdB4KombzxrsEDr1gzM9bKRBxb6eBujQHF8eltNiHKQ6mDtAJrHsIFTHDsymIc,gr4,4,35,doesn't,TRUE,He has something to hide. He's up to something. Something negative. Heis body language is tense and nervous. He doesn't want anyone else to see those papers. He's skittish and acting suspicious.,35
wgBmWEy4zqNN8W3TQAgZyP2oPxGQhTl3GOQ4fwFYfNd80-QSXyYTMqMY2NM5RupG,gr5,4,12,not,TRUE,"She came across as determined, not excited but not stressed out either.",12
wgBmWEy4zqNN8W3TQAgZyP2oPxGQhTl3GOQ4fwFYfNd80-QSXyYTMqMY2NM5RupG,gr5,4,12,not,TRUE,"She came across as determined, not excited but not stressed out either.",12
pmTeDDDeu21DCwQl-Af4dxbpRG4qfPJrJXuX09G7gprqPTUVIuFuv3rI_7Bd-01T,gr5,4,33,couldn't,TRUE,There was a woman carrying a large box. She was walking down a crowded market Street. I couldn't tell her mood from her facial expression or whether she was scared or determined.,33
lbMM8sl8DsgqWvuoaTZpsP6xW3wb6RpubF4fPEAl2ZRyTwzye8-okaXEYv9iwWCh,gr5,4,27,doesn't,TRUE,"looks sad, lost, bit scared, seems she is been looking for someone or something, but like is a new place for her and doesn't know anyone.",27
zsESXR0q1yS6WdJHjQnTQiq_Z4LoDN-MyAxH2BL1ZI8VU61DZ4SFcEuJvgjO3ZtX,gr5,4,34,didn't,TRUE,She was walking out of a station into a market carrying a box. The camera was mostly pointed at her back so I didn't have enough information to form an impression of her.,34
CeZXFIxiWvENKMOnal3a9zlanNPYKyGD-lQwnXUNE6Ap_96mbfnPaQYHMKffiWAr,gr5,4,51,don't,TRUE,"I feel like I am liking her less over time just because I found her so boring and undynamic, especially in comparison to the other clip which I remember being clever and animated. Recalling her is tedious and I still don't know anything about her or where she was going.",51
OZVF50KjMilL-ZULmVc5azzzUdUDaJFgyX9nvpQ4iPE12eoTYdKDUuz0YDNZ9mF6,gr5,4,13,not,TRUE,She was very independent and not lazy carrying her box through the market.,13
DbkvX2vW0xrNJwfr3Oxy-PVfkO7UcQ71Vq-m54ChDpWjBEabJ9nzzTEefrW3qZFe,gr5,4,26,not,TRUE,She's an attractive woman walking in a market. There's not much more to say as the video clip was only about 10 seconds long.,26
CpzaHAhFOJhASGRsN9lJi7JtIzhMPt9AuoQ5w_Tv_vVjKoKKbnZriiIlgqTPMhq0,gr5,4,33,not,TRUE,"A women walked out of the subway holding a box. She seemed confident, but nervous, not making eye contact or talking with anyone. Maybe she was upset, maybe she was proud and determined.",33
XSC3IIZWYkMJMcCDEMwtE2yyVwhiacINnqYgnF0rVpVhuz5ptR5udEkD8bZ_URQo,gr5,4,27,couldn't,TRUE,I couldn't get a good impression of her since she didn't talk. She just walked in the market and stared right and walked that direction.,27
XSC3IIZWYkMJMcCDEMwtE2yyVwhiacINnqYgnF0rVpVhuz5ptR5udEkD8bZ_URQo,gr5,4,27,didn't,TRUE,I couldn't get a good impression of her since she didn't talk. She just walked in the market and stared right and walked that direction.,27
yiIyNCtHHDaCak3PYTep_nug6w39V5i7k-5NViBTrGhl2DZIlABpQPHcgrOoFe8K,gr5,4,13,didn't,TRUE,"She seemed lost, as if she didn't know where she was going.",13
UMyEt1F21V1S46jGV1oV3hilsVxQyh6qGPjFM81MZalk7AzX1i5Cu72uQkfvZbYr,gr5,4,19,didn't,TRUE,She was walking in the marketplace. She seemed determined but also nervous and shifty. I didn't trust her.,19
p76UzEkOsfgukFWFG1GPE23pvt7N9FnKkz5LGhwKpXOYLeOuHnTSshVRTz6DH8Um,gr5,4,12,can't,TRUE,"I can't remember much about her, other than she looked lost.",12
oIndkqyhz5yoVGcEbHzsdr1yeJB17Ix5JEbgwtMqm3R0MRB0LUIuwddKPrjgSW1A,gr5,4,44,not,TRUE,This woman has a somber attitude. She is quiet and appears to not express any positive emotions. She seems like she was just walking through the market with no real purpose. She seems like she may be lonely. I think her mind was elsewhere.,44
oIndkqyhz5yoVGcEbHzsdr1yeJB17Ix5JEbgwtMqm3R0MRB0LUIuwddKPrjgSW1A,gr5,4,44,no,TRUE,This woman has a somber attitude. She is quiet and appears to not express any positive emotions. She seems like she was just walking through the market with no real purpose. She seems like she may be lonely. I think her mind was elsewhere.,44
MUuKuGq-dJOL2f55vAhXbV9FyFfGPfq0OWvW5mJLg9YFVm0s2x2H2LHnpvZosMSQ,gr5,4,87,doesn't,TRUE,"My impression of this woman is that she is going to that destination for a purpose. She has a package in her hand, which doesn't seem like a gift. She is holding it in her hands, instead of putting it in a bag, which would be easier to transport, unless it is fragile. She gets off of the train and into a market of some sort and she is looking around for her next step. She seems quite serious, but doesn't seem upset, just determined.",87
MUuKuGq-dJOL2f55vAhXbV9FyFfGPfq0OWvW5mJLg9YFVm0s2x2H2LHnpvZosMSQ,gr5,4,87,doesn't,TRUE,"My impression of this woman is that she is going to that destination for a purpose. She has a package in her hand, which doesn't seem like a gift. She is holding it in her hands, instead of putting it in a bag, which would be easier to transport, unless it is fragile. She gets off of the train and into a market of some sort and she is looking around for her next step. She seems quite serious, but doesn't seem upset, just determined.",87
mXvfdLTu7bcAMddyVrCbpcIxA6LxNBSR0cVEAVASVNEVTgQ4dx9XKryp11E6opjP,gr5,4,66,hasn't,TRUE,"As she started walking in the environment, it was easy to see she felt uncomfortable. This area to me seems like something she hasn't really dealt with or been in before. She seemed kind of apprehensive/ on guard, but also by the way she was looking around she seemed kind of awe-struck and was very observant to the busy environment going on around her.",66
8m-msf5R6FDaRop6TwK-mZsjt6N41Cc9xpcJ1Mb5_DcaViq6jsc2jSF6-kuyVltE,gr5,4,13,not,TRUE,Women is walking through a market carrying a box not conveying any emotions.,13
5jKidbpP5p4tHHkWP-uHPnUf5deWzedXhNXpFRDdjeBKybkWmR6gqzrCCeC3-4h2,gr5,4,49,doesn't,TRUE,She holds a box as she ascends stairs into a market. It seems weird she would have an unopened box in her arms at an outdoor market. She doesn't speak to anyone. There is no emotion on her face. She appears to be looking for something or someone.,49
5jKidbpP5p4tHHkWP-uHPnUf5deWzedXhNXpFRDdjeBKybkWmR6gqzrCCeC3-4h2,gr5,4,49,no,TRUE,She holds a box as she ascends stairs into a market. It seems weird she would have an unopened box in her arms at an outdoor market. She doesn't speak to anyone. There is no emotion on her face. She appears to be looking for something or someone.,49
tTFlQqD6_ghO55-VH6_WbZzdk8VEIrCGODklw7iNZTYdUBxIDcGzKs8YdllcVY8Z,gr5,4,13,don't,TRUE,"THERE IS NOTHING TO RECALL, I DONT EVEN KNOW WHAT SHE LOOKED LIKE",13
tMQY3VWeqBNPBEXyXRf8bPj2mqOSDbu2P0Bkj2uaxaN9CVsKX-IqbyrdeQsPFdNH,gr5,4,34,not,TRUE,"She looks intent on something, maybe zoned out, like she is not paying attention to her surroundings. She may be sad. She just does not look happy or alert, or aware of her surroundings.",34
tMQY3VWeqBNPBEXyXRf8bPj2mqOSDbu2P0Bkj2uaxaN9CVsKX-IqbyrdeQsPFdNH,gr5,4,34,not,TRUE,"She looks intent on something, maybe zoned out, like she is not paying attention to her surroundings. She may be sad. She just does not look happy or alert, or aware of her surroundings.",34
D-Zeu_EZt6EtMiGfXLdbUkOMCg7Dt3d-TIKmkusC6DF_7-K4z6zmPMYGTG-vF3OX,gr5,4,49,not,TRUE,"Not a whole lot to tell, honestly. She didn't speak, and didn't do a whole lot other than walk around with a box.  She seemed a little like a no-nonsense person, in that she seemed to have a goal, and didn't stop for anything else.",49
D-Zeu_EZt6EtMiGfXLdbUkOMCg7Dt3d-TIKmkusC6DF_7-K4z6zmPMYGTG-vF3OX,gr5,4,49,didn't,TRUE,"Not a whole lot to tell, honestly. She didn't speak, and didn't do a whole lot other than walk around with a box.  She seemed a little like a no-nonsense person, in that she seemed to have a goal, and didn't stop for anything else.",49
D-Zeu_EZt6EtMiGfXLdbUkOMCg7Dt3d-TIKmkusC6DF_7-K4z6zmPMYGTG-vF3OX,gr5,4,49,didn't,TRUE,"Not a whole lot to tell, honestly. She didn't speak, and didn't do a whole lot other than walk around with a box.  She seemed a little like a no-nonsense person, in that she seemed to have a goal, and didn't stop for anything else.",49
D-Zeu_EZt6EtMiGfXLdbUkOMCg7Dt3d-TIKmkusC6DF_7-K4z6zmPMYGTG-vF3OX,gr5,4,49,no,TRUE,"Not a whole lot to tell, honestly. She didn't speak, and didn't do a whole lot other than walk around with a box.  She seemed a little like a no-nonsense person, in that she seemed to have a goal, and didn't stop for anything else.",49
